user_id,question_id,question,theme,create_date,zipcode
u-MH02cxStZY-Xsx6fwJdur,q-w7Eulyob6a-yEMUWKJbpQ,Will there be accessible and inexpensive train traveling to different cities in MA? ,Affordability,1/7/15 10:50,2119
u-adVDsqsOiv-zamcuFNrSF,q-hFfXrZuMhD-QXRVYZbsHQ,When will the price be lowered?,Affordability,1/7/15 10:50,2119
u-QxJRUASJ6h-D61BQsivZU,q-sH9YRexnIY-fDdJX4Lm8J,When are the prices going back down?,Affordability,1/7/15 10:50,2119
u-GFvTR6PIwP-5CvYRDWbMP,q-5XWXNO0eZA-8Qmfo2B8gG,When are fares going to be lowered?,Affordability,1/7/15 10:50,2119
u-VMV9T86bos-WM46mefCQc,q-cwjjQt3i7S-itKlokdgCh,Can we make Boston a world class city by having free public transportation for all?,Affordability,1/7/15 10:50,2119
u-MhxWh7vlp5-tGENs5OVaT,q-h9nyEUBow3-9x96GheeUP,"How is the T supposed to make any money when the Charlie Ticket Readers on buses are so often out of service?  The driver just waives people on, they don't pay, and yet my monthly pass keeps getting more expensive.",Affordability,1/23/15 13:13,2119
u-FAIFwxqg6j-8HHNFf67XS,q-lhXeG5MuNy-L93BTTsbqJ,Will I be able to afford the T after the next ten years of fare hikes?,Affordability,1/29/15 13:44,2119
u-5mwBu5UMt3-vv9VvcOnGG,q-adifuZSBJK-cwwFTHN2Xn,How will we keep public transportation affordable?,Affordability,1/30/15 12:06,2119
u-xVvdz5vYni-uK7dIjPXjB,q-h4xRHKJcdP-7jUvkmpYrj,"Will housing be affected by increases in transit activities (repairs to buses/trains, updates, increases in fare prices, etc.)? If so, is there a way for this to be prevented so that people who earn below minimum income who are trying to make a living keep their homes and not be forced to leave?",Affordability,2/17/15 18:47,2119
u-LFDXLBgfH5-Q4K5HEXXzn,q-SHKf9POjCP-EC842erkm5,How will the city keep the costs of the MBTA affordable for all residents?,Affordability,2/20/15 14:09,2119
u-yhrcQKB6Ji-RBudRMfyQp,q-bJmPlsk1eo-Xl9QrtG9Id,Why not charge on a length of trip basis similar to other Metro systems? Might serve to increase revenue of the least profitable sector of the MBTA (the T),Affordability,2/20/15 21:45,2119
u-OT4VGFuUpz-JrzV7aO1EA,q-nr7d4odJfR-HtlYnv23vd,How will our elderly be able to afford to travel on public transportation (MBTA)?,Affordability,3/9/15 12:05,2119
u-umYOPsygEu-7fqButSiEe,q-SOEoRl4zuM-dx30q5oplD, How do we keep Boston one of the best public transportation systems in the country?,Affordability,3/9/15 12:06,2119
u-jE98bhvcY8-ev9invoKZh,q-BIuguHnIqO-x54oiv9ghd,"Have the buses run more frequently.  Put the bus stops back.  If kids don't have a bus pass and they are a student, let them pay half price.  ",Affordability,3/9/15 12:17,2119
u-xVvdz5vYni-uK7dIjPXjB,q-Wb2wfv4aK8-qIq36zbc1U,"Will fare prices decrease so that those who rely on transit (teachers, college students, parents, and low income workers) will be able to pay the price so to be able to keep their job and a roof over their and their children's heads?",Affordability,3/9/15 12:18,2119
u-RnHhqL8BDr-FlkU3S9Bbm,q-NRwK8C1vSd-36YHoDzjU6,When will they lower the rate for the MBTA?,Affordability,3/9/15 12:18,2119
u-Zlwvlym9hp-Pxt0VKfL6X,q-c4eJAFrU2u-iM5wj92jCq,Why is there never enough space on the bus? If we have to stand why do we have to pay full price?,Affordability,3/9/15 12:18,2119
u-VsOy2gWJMd-KKKpMQk22B,q-RqlOw5hvIn-uVk1ATzRrH,Will the fares for buses and trains keep getting higher?  It's already too expensive.  ,Affordability,3/9/15 12:55,2119
u-dsL5EF5nZD-c7H1iQ6wfA,q-SKiRf5ezIo-PDPKuAUVbf,"I've heard on the news that commuter rail stops in working class neighborhoods (e.g. Geneva Ave. station) are lightly used because of the great expense of commuter service.  It's great that these stations in the community - between the 'burbs and the downtown destination - were built, but would it be possible to make commuter service affordable to working class residents who need to get downtown for work?",Affordability,3/9/15 12:55,2119
u-YbOnZm3biW-kkiXjEiO04,q-UgpruxHVY2-PhB2Pd2iK1,How much will the bus cost?,Affordability,3/9/15 12:56,2119
u-0fEpkRZm97-Sc3Ewetfla,q-28SaW39dpn-rVQgKND0fi,Why can't all kids in Boston public schools have free transportation?,Affordability,3/9/15 12:56,2119
u-38COr8bZiD-5dwof3x83l,q-kcMRI10XKM-DdeA2XZiSe,Will it be less money to get around or will it be more?  ,Affordability,3/9/15 12:56,2119
u-2CKDVb7eDy-eh8uRbjZJK,q-4lKo06FTA5-VSyRE07vQQ,How much is the bus fare for the MBTA going to be?,Affordability,3/9/15 12:56,2119
u-h4B0PKqRwq-sLyFMefVHU,q-SF9l2wkPre-WkMplqJX2E,Is there going to be free transportation for everyone?,Affordability,3/9/15 12:56,2119
u-GSH1Yue5qH-tYTzBe0Fd3,q-iTtS1s65Ne-2C8APBipX6,How much will it cost in the future?  Will the price go up?,Affordability,3/9/15 12:56,2119
u-Pk54FLSvHp-g3aRqjBRl9,q-5gTpGrOsrX-ARpYd8EIe7,"How much is public transportation in the future, if it's already $2.10?",Affordability,3/9/15 12:56,2119
u-RH3W5ujLCF-iVxQBfk8XB,q-I0RQ790UJG-AVG5VWgSvi,Will we be able to get on the bus for less money or no money at all?,Affordability,4/15/15 10:59,2119
u-Z5yG4kFjmO-3yNNfyHv4x,q-ew5onYTiki-rT1f2N9pzh,Can you improve the orange line like the blue line? Orange Line is so out of date.,Equity,1/7/15 10:50,2119
u-Gh1pw8Heh3-MuFNIRa2RK,q-TvAk3qe98W-47zebEHg0w,Why can't they make transportation easier for college students?,Equity,1/7/15 10:50,2119
u-6De9bUw71m-azbr7KWy3S,q-2lcnd50FmE-CmNrPwueVc,Why are there so many buses that only carry students from colleges and other educational institutions but don't provide access for high school students and elderly people?,Equity,1/7/15 10:50,2119
u-zqNtZ3VvDT-J4MGkXT4q7,q-QNhOu8qofh-bFBc9rr5wz,Can we get rapid bus transit on Warren Street and Blue Hill Ave?,Equity,1/30/15 12:06,2119
u-dnosXhssMi-P0IrTsgUZr,q-VouurWMtP7-5VzMEnCStS,"What will we do as a community to ensure that there is equity in our transportation system and that all people have access to the transportation they need to be productive, engaged, and active?",Equity,2/5/15 8:44,2119
u-4oju8AamdO-8Jxk2vGQKg,q-y0v7M8D7nt-p0euUPRj6y,How can we better integrate isolated communities via improved transportation access throughout Boston?  ,Equity,2/13/15 18:33,2119
u-JQ86vQsce2-ooFcvpoZOL,q-kOluCYDgLu-c1LIFCDmAP,When will we have better public transportation (e.g. light rail) through the geographic center of Boston(Roxbury/Dorchester)?,Equity,3/9/15 12:18,2119
u-53xiwZYUwO-TRzsOcqqis,q-gncWb5W9wp-jDFHpX3M4D,"All bus lines should be senior citizen friendly!  Can somehow, some way, the services have a senior bus line that maybe runs back to back with the regular buses so that they are able to be seated and treated with respect?",Equity,3/9/15 12:55,2119
u-WBzkfcDPAt-riH0FPmXG1,q-KNzuF77rCZ-AlLp4mDzyp,Can we implement a light rail between Roxbury and Dorchester?,Equity,3/9/15 12:55,2119
u-29EcKoNCAC-NeuYfNjeaB,q-7O2SwBCCM2-blgHX55Rp9,Why does the train go fast?  Why do the doors close on people?,Experiential Quality,1/7/15 10:50,2119
u-e5cpjjnWBX-Yt1jbeeIt2,q-YwR3bcE7sf-4PiTQGMuvM,Why is the green line so crowded?,Experiential Quality,1/7/15 10:50,2119
u-D62DtZNXRc-8zbcPK10AY,q-skn05a42F0-V0dHVvLVHn,How can we use transportation time and places for people to get to know neighbors and others?,Experiential Quality,1/7/15 10:50,2119
u-zSJ7hR7jLe-JgFu62kNkg,q-YckomFoJeg-KCKNMt3EiR,Will there be more bathroom facilities in and around the city's transportation system?,Experiential Quality,1/7/15 10:50,2119
u-WZ4yiuJGvO-DXAnm0wOu0,q-WDia6UMLy2-oe6A38KeWy,Will the potholes on the streets in Boston finally be fixed?,Experiential Quality,1/7/15 10:50,2119
u-kYRyr8KVXi-ANQNTvTuuv,q-dau4NBI5H0-9f63RN7rcT,Why can't I get a seat on the bus?,Experiential Quality,1/7/15 10:50,2119
u-ZLKobEPB7r-LFRxGNGdOt,q-RWMXoXoyPg-VaSbNbfb0x,Will the bus stations have radiators in the waiting areas? ,Experiential Quality,1/7/15 10:50,2119
u-FAIFwxqg6j-8HHNFf67XS,q-9Q0CFR6ZmF-nxTfF2Mfk4,Will we ever have a winter where the buses are heated properly or a summer where they are cooled properly?,Experiential Quality,1/29/15 13:51,2119
u-KXd9lec9yi-BoiDJuZ2Sy,q-BQPG3p1M7t-uqr5ELVnvP,Will transportation ever be fun or exciting?,Experiential Quality,2/6/15 11:48,2119
u-KXd9lec9yi-BoiDJuZ2Sy,q-rkOgl3T4cm-37YzXNtQd7,"Will we see graffiti or art on busses or trains, Instead of ads? I believe it would help build a better community and help share art throughout boston.",Experiential Quality,2/6/15 11:53,2119
u-eFM7I5jHBn-cm9tPGOQhq,q-B9v00W3v7i-Dgt3cuPD5O,Is there a better way to get the snow off streets and sidewalks?,Experiential Quality,2/6/15 20:01,2119
u-0YgkGCkJVf-CIgltOcVJR,q-xDrSEAxXVP-Cd5zpSzgN4,Will buses have wifi or play movies?,Experiential Quality,2/13/15 10:22,2119
u-p8CE19wdcM-DQNAEkykJm,q-U88EWXq4lU-fhsXFi9zwQ,In 2030 I want to be warm while waiting for the bus/train.,Experiential Quality,2/17/15 15:22,2119
u-3aig9Gw08M-ZW5bZxwSbd,q-kdCQaKc2MY-GjTAOKz8WU,Why does it take a disaster for people to talk about how important public transportation is to the Commonwealth?,Experiential Quality,2/19/15 7:44,2119
u-4YnlytUH7F-xtFG0XzZIs,q-bxLda4s40Z-92TAgyjS6I,How can we address so much snow on small streets?,Experiential Quality,2/19/15 15:18,2119
u-B6SKcnfORK-R22tcJWMjk,q-MjsMb4yNyo-YmgYfvMenV,How do we prepare our transportation system for severe weather?,Experiential Quality,2/20/15 12:33,2119
u-V1TakIH9Yz-HYRTKFxAnd,q-lgiwYgYMDM-DG6DtcxxrQ,Why are buses all the same size?  Would different sizes for different routes be more efficient?,Experiential Quality,2/20/15 13:14,2119
u-eocu3GIben-4yXr20LfBR,q-39lKosnLag-CMkMoHWzTT,"Boston is a very savvy technology city.  When will the streetlight timing, crosswalk timers be assessed to meet changing needs of traffic? Some timing on lights need to be reassessed and many intersections need crosswalks and bike lanes to prevent accidents. ",Experiential Quality,2/20/15 13:18,2119
u-B6Nw3yEyqg-JOVmpAVHdp,q-dYPdOKSKj8-y3UIVg2Ir1,When will the announcements on the MBTA Trains become clearer?,Experiential Quality,2/20/15 14:24,2119
u-pUeHTgpMds-O3gSCy17fS,q-ZvMgGiCEOq-KuOLw3JAFR,"In 2030, I want to be warm while waiting for the bus/train.",Experiential Quality,3/9/15 12:18,2119
u-sO1QmCxz4P-WixQDHAYVd,q-LmofnComUZ-xZifLlrPBn,Can the reserved seats be honored for the elderly and not have young moms ask elders to get up?,Experiential Quality,3/9/15 12:18,2119
u-4A6Ug4dIXo-EnDiqAwWNt,q-UTOZKDeFd9-hltYPCnf2X,Why doesn't Boston have a better plan for snow removal?,Experiential Quality,3/9/15 12:55,2119
u-P8dnwY5xaE-w42JdBqyWE,q-A3ng78FfTo-ZtN7rvWNbi,Can we have weather climate transportation in New England?,Experiential Quality,3/9/15 12:55,2119
u-2FtoKnxBZj-Qrt3O0G1n4,q-FY7lFsiSF9-fsDxnxRCr2,Can we change the shapes/sizes of buses so that they cause less blockage/back-up to other vehicles on the road when they (buses) pull over at various stops?,Experiential Quality,3/9/15 12:55,2119
u-K7GksHgyIF-HFviswjZpC,q-KVWH4ppGIV-LlA0H9xtYw,Can we have more buses in the winter or better train service?,Experiential Quality,3/9/15 12:55,2119
u-2tG5jM2IYI-tvZ5eYWtaH,q-o0Z2JTcGGc-LxF9lhlHrK,"A more diverse environment with different races and cultures.  Also, less violence.  ",Experiential Quality,3/9/15 12:56,2119
u-YUvoVL2y39-k7XoEQQtRE,q-Comd4E3vqq-CgUws4s4zB,Will transportation get better in the future?,Experiential Quality,3/9/15 12:56,2119
u-jgYawuCaj4-54wICUIROw,q-kQjxz8bPrv-8cCh3JFKZm,Will the buses get bigger?,Experiential Quality,3/9/15 12:56,2119
u-LqhbodK0R9-vHqKUNRbKj,q-Er5JxH5Zz8-KoqGUUvzVT,Will there be longer buses?,Experiential Quality,3/9/15 12:56,2119
u-P8wgxWXh0Q-YhL5QGpRdR,q-wM0DEYmzkC-g1ERFWmGOq,Will there be better buses?,Experiential Quality,3/9/15 12:56,2119
u-pgg4DXTByX-PwBLGN9fPm,q-7GahSs78BJ-0bFAFXI02X,Would there be bigger T buses to hold more people?,Experiential Quality,3/9/15 12:56,2119
u-ZS0ptokCl9-UHFBujZrQM,q-a7tNbzvuON-z2495ohCzu,Will the buses get bigger and can they fly?  Will there be flying shoes?,Experiential Quality,3/9/15 12:56,2119
u-unKN8TyBqd-jbtP4HxqPZ,q-dbcuXnwVYM-6ygl2L5ThX,I wonder if society's transportation will be bad.  ,Experiential Quality,3/9/15 12:56,2119
u-uXEJHs2Y1g-LNc6dqO1D4,q-sffIuUQYCM-rldpabFSko,What will our world look like?  What will airplanes look like? Will they be the same or different?,Experiential Quality,3/9/15 12:56,2119
u-YXece9qmuo-zmJ2cFkYx6,q-8XyvHrNpST-lZ0Sfu3F0z,What should we expect for the future?,Experiential Quality,4/15/15 11:17,2119
u-jPXb2RiiDH-0ObH9zN4BZ,q-K8WNY1wr6s-rnC3Yrqsss,Will the transportation improve?,Experiential Quality,4/15/15 11:18,2119
u-t6QJ3fuDnX-HxfPD1avHg,q-4pWBqYwQqi-fYm3BDJNhS,Are residents expected to walk in cold winters to and from their homes?,Experiential Quality,4/17/15 17:02,2119
u-XBCwyaWEKy-4hzltUXjWi,q-VXbIfBAybY-ogFEQuwNHE,Why aren't buses that serve major routes the longer  buses?,Governance and Decision-Making,1/7/15 10:50,2119
u-8PLgNFiF6c-JA4GAAHcsD,q-d4aYGQAJZz-7H9wrPvUod,Why don't they let birds on the bus?,Governance and Decision-Making,1/7/15 10:50,2119
u-Ocv5DaSnln-9MmrgH0fd9,q-ZKx3GSGUSV-xQqICUlIWl,Why do tax payers have to be debt of their debt?,Governance and Decision-Making,1/7/15 10:50,2119
u-TO6l8tgJyc-CbiQx6MOsn,q-Z1TudJoxxC-DqgipDzsMY,What year did the Boston transportation system begin?  What type of changes have they done since it started?,Governance and Decision-Making,1/7/15 10:50,2119
u-dnosXhssMi-P0IrTsgUZr,q-2nyGENQtFN-rEAea2vOSv,How can we work together to resolve the debt issues plaguing the MBTA? What will it take to increase the system's revenue? ,Governance and Decision-Making,2/5/15 8:48,2119
u-8oF9pWdiHo-25Iu8bTs2u,q-A7oOi6qeQV-tEQloQU8h3,Will the city invest as much money in clearing neighborhood streets and sidewalks of snow as hosting superbowl parades and bidding for the Olympics?,Governance and Decision-Making,2/11/15 18:55,2119
u-q0YdGlaX2n-kYGy7yxQMx,q-ELH0PJb7Vm-qtMe5HoSWR,Will buses/trains ever run past 2 am? Trains/buses run 24/7 in other cities.,Governance and Decision-Making,3/3/15 9:45,2119
u-DOXFlMFgZ1-KR82oPda2E,q-4W541qP9iB-zzDrvheYO9,"Will police do their job and help manage traffic in all the neighborhoods and not a select few, especially during times after snow storms?",Governance and Decision-Making,3/9/15 12:18,2119
u-yhtLcfxSxf-PJtpZe3kUb,q-m8vllXURwE-0pKT8fwLFw,Will bike commuting be better supported?,Governance and Decision-Making,3/9/15 12:55,2119
u-FmZQtvhHkk-IfFQq9o8yP,q-Z9PC96dO0v-kpIKFfk4IV,Will the MBTA be obsolete?,Governance and Decision-Making,3/9/15 12:55,2119
u-hCCZWFU8kb-XEa486FNYK,q-1bJn6dewbZ-2pPlg1zxsL,"Will a uniform ""space saver"" policy be formally adopted and enforced regarding parking spaces following snowstorms?",Governance and Decision-Making,3/9/15 12:55,2119
u-QLHmTNRQzs-PXH2bykaMU,q-YS15TSJJsW-NvEGhgGJ1S,When will we receive new general manager for transportation?,Governance and Decision-Making,3/9/15 12:55,2119
u-bSAQe4ZZfI-xGr032pLF4,q-dOUOVfI91R-24JAjPryau,"If Boston's population is increasing at a rate of 4% plus annually, how is BTD going to use this data to accommodate increasing population and transportation needs if less parking spaces are created and citizens are encouraged to take public transportation? Bigger buses/more shuttle buses, sizes of buses",Governance and Decision-Making,3/9/15 12:55,2119
u-dzA4nDrvMs-ELw9CxzksJ,q-1gtzYERlnT-tCpfQfNaSU,Will Dudley Station be re-established as a real system station?,Governance and Decision-Making,3/9/15 12:55,2119
u-cTQIxCpE27-zuWkwUpjKQ,q-C63j6zJSDa-8xwI1Zlen6,"Transport in Boston should match all of our cutting edge institutions (Harvard, MIT, Northeastern, etc)! Too much of transport is reactive, rather than proactive. What does the data? Are we even data-driven when it comes to transport? And why is if trust the T in Boston is never at the table when we plan our visions?",Governance and Decision-Making,3/9/15 12:56,2119
u-SrAfbc8Bp5-UQt2fXGIXA,q-sFbsk40rBs-bVYQ4gIJs9,"Why aren't there more bike carriages to get around? It would save emissions, get people healthy, and people would be outside and have jobs!",Health,3/9/15 12:18,2119
u-lFKhQG0i5R-5tq3RxcFrh,q-qdeSDx5Nu4-lmi5xFTwb1,Will there ever be transportation vehicles that drive themselves?,Innovation-Technology,1/7/15 10:50,2119
u-I049CovN1Z-yUEXx0szJs,q-LLDMuCP4Mp-pfxQQeLX0L,Are transportation companies making vehicles that float in water?,Innovation-Technology,1/7/15 10:50,2119
u-3ex4oh3LlL-wICINpiS0U,q-jX9MaMCIKc-UgQQaDPjXE,Can all buses run on electric?,Innovation-Technology,1/14/15 11:15,2119
u-t0VQGCY7I1-Ck90ZzNizC,q-phoZVzn62K-KZuBxalkt2,When will our system support Demand-Responsive Transit (DRT) similar to Helsinki's public transit authority in Finland?,Innovation-Technology,1/15/15 16:08,2119
u-MhxWh7vlp5-tGENs5OVaT,q-0L4okpMfnk-nIjctvYUJX,"I'd like to be able to use my monthly $75 Charlie Card on the Zone 1A Commuter Rail station at the end of my street.  Right now it only accepts Zone 1A Charlie Tickets (same price), but those are a big hassle to use on the subway and bus where the ticket readers are often busted or take forever.  Seems like the T and the Commuter Rail could somehow get on the same page, especially since I can buy both passes from the Charlie Card kiosks.",Innovation-Technology,1/23/15 12:57,2119
u-da2mdabyTj-spUe6wJGhe,q-Vnc6g8eTE4-1sicFaRflP,"This is more of a suggestion:  1st transportation systems should have four languages to announce stations 2. MBTA personnel should be properly dressed and train 3. MBTA equipment should be clean at the end of each run 4. regularly patrolled that no one is sleeping and laying-down over several seats. 5. The transportation system is the ambassador to the world and should be treated as such, they determine whether or not people return to Massachusetts, let alone Boston and how they feel about us!!!  Ted Lewis BNN-TV",Innovation-Technology,1/23/15 14:36,2119
u-2oX4ycCBQf-R2K4jauIrt,q-FKLveb6HpS-FRrIRJ11Eg,Would it be possible to create moving sidewalks so elderly and disabled people can get to places without having to move their legs?,Innovation-Technology,2/5/15 16:14,2119
