user_id,question_id,question,theme,create_date,zipcode
u-69RldyOaLA-9qEkYVNzJ3,q-xi4b2nIeo6-otcWtbJMxz,"Shoveling our streets and sidewalks may be the only thing that we work on together as street neighbors anymore. (In other poorer countries, community work days are necessary to maintain and improve communities.)  And good neighborliness is a reason why many communities are ""healthier"" than others (in a global sense).  How can we instill the value of working together to clean our streets and sidewalks of snow when days after a snowfall, its ""every man for themselves"" when reserving spots and looking for them?",Resiliency,2/1/15 8:32,02129
u-Nm3cOuWzhS-UaBOYP2GlL,q-Zh7PASxczY-4ZAByKEv5J,Will there be new train stations and will prices increase?,Affordability,1/7/15 10:50,02129
u-ZpIJttV40G-Qupx18Xdc3,q-tQcGumFZBR-wD3AYVdV24,How and what ways can we make our existing public transporation system more robust and resilent?,Resiliency,1/7/15 10:50,02129
u-AAYQ3Xo8KP-fI4dd1xmYq,q-Cgoh18QFY7-ySgBaBzp1G,Will there be an urban ring? w,Access,2/4/15 18:16,02129
u-5U7gaX3G1f-RXhrm14cmu,q-J3INYdSEuk-SVlYs5GATw,Will the trains be clean?,Experiential Quality,3/3/15 9:41,02129
u-jaZZ1VBaze-gBFb2lWK3N,q-2O32VCuHUG-LgplBdo1Tc,Why can't we have flying cars like in the Jetsons?,Innovation-Technology,1/15/15 14:08,02129
u-CJbf3MtikU-vV1oCFYa9l,q-NYjYq1Ptw6-nzbW6lDjNv,Will there be magnetically run railroads or cars or airpower?,Innovation-Technology,2/25/15 17:06,02129
u-5DZaazsw0k-4BXHxoWxiG,q-hP4mlKUENG-dhGaHlLd4d,How much will transportation cost?,Affordability,1/7/15 10:50,02129
u-5WqkW6RMx4-AfxjWkDCpv,q-2KPswbU71Z-X7MAdJ3CQJ,Can we get a bus that flies?,Innovation-Technology,2/5/15 16:14,02129
u-ecajsXNiIa-Uv9QW0hAkL,q-gintEF0yCA-h9lv7CCccF,What could be done to encourage biking all year long? Including in winter?,Access,2/10/15 19:51,02129
u-GUE4qg06Nl-I6in3qtzjc,q-XnI12bJKaT-UhQD13Y69A,"Riding the T can be frustrating and crowded, especially during rush hour.  What can be done to improve wait times and rider experience?",Reliability,3/9/15 12:05,02129
u-Udmi4Cbgdn-WihM70HKQy,q-nENT0zSca1-ka7qLv90Zz,Will all students recieve M5 or M7 cards?,Access,3/9/15 12:55,02129
u-7wZCdbweXW-2ShYMaq8Lj,q-d4jm2tTDBP-i68GZfhCP3,How will the underground transportation work?  How far along are they with the progress of this?,Access,1/7/15 10:50,02129
u-OfYN2L7FMA-i9wRkvcIJ8,q-fOibKKP3FT-c9bWi3eJlW,Are there going to be more hang out places?,Experiential Quality,4/15/15 10:09,02129
u-C3GopUVoZt-mPzimCZX0Z,q-b7iv9PCC1P-ggKFXEWujR,We could use a T station in Charlestown?,Access,1/29/15 11:54,02129
u-AAYQ3Xo8KP-fI4dd1xmYq,q-o1KDbI69dd-KIabK1jfPd,Will our transit system be snow-proof?,Experiential Quality,2/13/15 7:31,02129
u-W9r4ZqyUIr-pWYDYqD4xM,q-VPdDPGJ79E-ePCMDUZwiI,When will everything be faster?,Reliability,3/9/15 12:55,02129
u-ecajsXNiIa-Uv9QW0hAkL,q-86V9FB9K35-qwGwqbEVU4,Could the city do a better job at clearing snow in a way that makes it more pleasant to be a pedestrian? Streets downtown that have been plowed nicely for the cars have slush pools at many sidewalk ramps and street corners where pedestrians cross the street.,Experiential Quality,2/10/15 19:58,02129
u-nsGuaAi6vl-djlFvbjVaF,q-dtnxdwYZQD-nGhFm3ry4Y,Will there be renovations to the green line (excluding Gov. Ctr.)?,Governance and Decision-Making,1/7/15 10:50,02129
u-69RldyOaLA-9qEkYVNzJ3,q-jYy6zuGZ0Q-OQZEzfq9VC,"Are big transportation projects (like the ""Big Dig"" & major expansion of commuter rail in the 90s) effective in helping us move around effectively and efficiently, or do less costly ways make more of an impact (such as through policies, zoning, etc)?",Governance and Decision-Making,2/1/15 8:21,02129
u-UHrvocaWqu-buU3ffohKf,q-YAu3itjUpE-DugwnjwxjC,"Will the city develop mode-share goals that radically shift the balance from cars to bikes and walking, and then point to them continuously as they work to change how the street space is allocated?",Access,4/14/15 13:45,02129
u-6Bm1K4rCcp-0FRESNFA6B,q-PvSp5d9dS0-2XPsHPQNmQ,"Could t train stops put the signs telling you how long before the next train comes outside the station as well, so that people walking towards the station on the street know that much sooner how long they have to wait?",Reliability,2/17/15 21:57,02129
u-W35Izh85Vz-Ey1e0UBZmJ,q-P9Nva96ZAa-P29tdNTC91,Will there be better cars?,Innovation-Technology,4/15/15 10:29,02129
u-4DzJxNEv78-UKyceUjG06,q-qxGkZGpDtm-GP4ZklvFC3,How can we ensure that Boston residents who work in the service industry or at other hourly jobs have consistent public transit options to get them to their jobs?,Access,2/3/15 17:41,02129
u-UMqZdgE6rP-udlrrMEFbD,q-wkvL22U71Z-Yc4Un9hjON,How can we spend more time on the harbor?,Access,2/8/15 11:18,02129
u-Z5IEeyuRG1-LjjXKShGWD,q-sh8M1aoXkA-3c6rKGjY2J,Is bus transportation going to get faster?,Reliability,3/9/15 12:56,02129
u-6Bm1K4rCcp-0FRESNFA6B,q-2BGPX27IyE-LCH7r16Fbf,Could bus stops display the time that the next bus is going to come?,Reliability,2/17/15 21:48,02129
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
